pos	score	driver_status	count	gene	splice_gene
-5	0.33000001311302185	Passengers in absence of driver	2	RGS7	RGS7
-6	0.14000000059604645	Passengers in absence of driver	1	RGS7	RGS7
-7	0.17000000178813934	Passengers in absence of driver	1	RGS7	RGS7
-8	0.15000000596046448	Passengers in absence of driver	1	RGS7	RGS7
-9	-0.1599999964237213	Passengers in absence of driver	1	RGS7	RGS7
0	0.33000001311302185	Passengers in absence of driver	1	RGS7	RGS7
17	-0.20000000298023224	Passengers in absence of driver	1	RGS7	RGS7
19	0.15000000596046448	Passengers in absence of driver	1	RGS7	RGS7
1	0.15000000596046448	Passengers in absence of driver	1	RGS7	RGS7
23	0.18000000715255737	Passengers in absence of driver	1	RGS7	RGS7
25	0.1599999964237213	Passengers in absence of driver	1	RGS7	RGS7
29	-0.1899999976158142	Passengers in absence of driver	1	RGS7	RGS7
2	0.6800000071525574	Passengers in absence of driver	1	RGS7	RGS7
30	0.1599999964237213	Passengers in absence of driver	1	RGS7	RGS7
33	0.14000000059604645	Passengers in absence of driver	1	RGS7	RGS7
3	-0.36000001430511475	Passengers in absence of driver	1	RGS7	RGS7
3	0.2800000011920929	Passengers in absence of driver	2	RGS7	RGS7
3	0.41999998688697815	Passengers in absence of driver	1	RGS7	RGS7
46	0.25999999046325684	Passengers in absence of driver	1	RGS7	RGS7
4	0.17000000178813934	Passengers in absence of driver	1	RGS7	RGS7
4	0.18000000715255737	Passengers in absence of driver	1	RGS7	RGS7
50	0.1599999964237213	Passengers in absence of driver	1	RGS7	RGS7
50	0.23000000417232513	Passengers in absence of driver	1	RGS7	RGS7
7	0.15000000596046448	Passengers in absence of driver	1	RGS7	RGS7
-28	0.14000000059604645	Passengers in absence of driver	1	ROBO2	ROBO2
-29	0.14000000059604645	Passengers in absence of driver	1	ROBO2	ROBO2
-2	0.6200000047683716	Passengers in absence of driver	1	ROBO2	ROBO2
-33	0.36000001430511475	Passengers in absence of driver	1	ROBO2	ROBO2
-3	0.14000000059604645	Passengers in absence of driver	1	ROBO2	ROBO2
-3	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
-3	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
-3	0.2800000011920929	Passengers in absence of driver	1	ROBO2	ROBO2
-3	0.2800000011920929	Passengers in absence of driver	1	ROBO2	ROBO2
-4	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
-4	0.3100000023841858	Passengers in absence of driver	1	ROBO2	ROBO2
-4	0.4300000071525574	Passengers in absence of driver	1	ROBO2	ROBO2
-50	0.14000000059604645	Passengers in absence of driver	1	ROBO2	ROBO2
-6	0.14000000059604645	Passengers in absence of driver	1	ROBO2	ROBO2
-7	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
0	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
10	0.18000000715255737	Passengers in absence of driver	1	ROBO2	ROBO2
11	0.17000000178813934	Passengers in absence of driver	1	ROBO2	ROBO2
12	0.4300000071525574	Passengers in absence of driver	1	ROBO2	ROBO2
13	0.20999999344348907	Passengers in absence of driver	1	ROBO2	ROBO2
14	0.23999999463558197	Passengers in absence of driver	1	ROBO2	ROBO2
17	0.17000000178813934	Passengers in absence of driver	1	ROBO2	ROBO2
21	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
21	0.25	Passengers in absence of driver	1	ROBO2	ROBO2
22	0.18000000715255737	Passengers in absence of driver	1	ROBO2	ROBO2
22	0.18000000715255737	Passengers in absence of driver	1	ROBO2	ROBO2
24	-0.15000000596046448	Passengers in absence of driver	1	ROBO2	ROBO2
28	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
29	0.18000000715255737	Passengers in absence of driver	1	ROBO2	ROBO2
2	0.27000001072883606	Passengers in absence of driver	1	ROBO2	ROBO2
2	0.47999998927116394	Passengers in absence of driver	1	ROBO2	ROBO2
2	0.7799999713897705	Passengers in absence of driver	1	ROBO2	ROBO2
35	0.30000001192092896	Passengers in absence of driver	1	ROBO2	ROBO2
3	0.18000000715255737	Passengers in absence of driver	1	ROBO2	ROBO2
43	0.18000000715255737	Passengers in absence of driver	2	ROBO2	ROBO2
4	0.17000000178813934	Passengers in absence of driver	1	ROBO2	ROBO2
5	0.4000000059604645	Passengers in absence of driver	1	ROBO2	ROBO2
9	0.1599999964237213	Passengers in absence of driver	1	ROBO2	ROBO2
9	0.18000000715255737	Passengers in absence of driver	1	ROBO2	ROBO2
-11	0.14000000059604645	Passengers in absence of driver	1	TERT	TERT
-1	-0.8500000238418579	Passengers in absence of driver	1	TERT	TERT
-24	0.30000001192092896	Passengers in presence of driver	1	TERT	TERT
-2	0.800000011920929	Passengers in absence of driver	1	TERT	TERT
0	-0.3199999928474426	Passengers in presence of driver	1	TERT	TERT
-35	-0.6000000238418579	Drivers	1	TP53	TP53
-4	0.6200000047683716	Drivers	1	TP53	TP53
1	-0.8100000023841858	Drivers	1	TP53	TP53
-3	0.1899999976158142	Passengers in absence of driver	1	TRRAP	TRRAP
15	0.1899999976158142	Passengers in absence of driver	1	TRRAP	TRRAP
19	0.15000000596046448	Passengers in absence of driver	1	TRRAP	TRRAP
21	0.18000000715255737	Passengers in absence of driver	1	TRRAP	TRRAP
-10	0.3100000023841858	Passengers in absence of driver	1	RGS7	nan
-32	-0.14000000059604645	Passengers in absence of driver	1	ROBO2	nan
-3	0.3100000023841858	Passengers in absence of driver	1	RGS7	nan
1	0.5799999833106995	Drivers	4	CDKN2A	nan
20	0.23000000417232513	Passengers in absence of driver	1	MECOM	nan
23	0.1899999976158142	Passengers in absence of driver	1	RGS7	nan
5	0.23999999463558197	Drivers	1	CDKN2A	nan
6	0.2800000011920929	Drivers	1	CDKN2A	nan
9	-0.14000000059604645	Passengers in absence of driver	2	RGS7	nan
