tf	diff	p_val	pval_adj
CFL2	0.06066835714285715	5.606770214398686e-05	0.0006123299438874786
CHD1	0.02575457142857144	0.20536590918165895	0.5984086471322709
CHD2	0.022723285714285713	0.061291007589024574	0.27246996001915735
CKMT1B	0.034491071428571426	0.024035426651382426	0.1307338696684997
CLK1	0.04059771428571429	0.11283378527787942	0.4097249908080504
CLOCK	-0.004562678571428589	0.8057791545507121	0.9644883743785808
CNOT6	0.028858571428571435	0.12495161426686945	0.4398677385485988
COE1	-0.053745000000000015	0.0979168044017152	0.3749733820809016
COT1	-0.008308035714285705	0.49794193408213594	0.8646924770425098
COT2	-0.0053732857142856985	0.44038701770419586	0.8394726705143094
CPEB1	-0.007282952380952362	0.7262713597406758	0.9359880712969484
CPSF4	0.06303500000000001	2.352985465656626e-07	5.020908985947293e-06
CR3L1	0.019934714285714288	0.1949707826077572	0.5778300758054684
CR3L2	-0.013205285714285711	0.6574536710413982	0.9199756307640419
CREB1	0.005185064285714306	0.6462092164824518	0.9185839519327442
CREB3	-0.0012934285714285704	0.9363793143052259	0.9818594735398655
CREB3L1	0.018295382352941175	0.037260985877540516	0.18391810466956832
CREB3L2	0.009306761904761906	0.2780430430194279	0.6973701639565036
CREB3L4	-0.00010617857142857998	0.9946474606888602	0.9983730041930305
CREB5	-0.00534612499999999	0.6989064793672848	0.9329964262583484
CREM	0.008573035714285703	0.5428669145868401	0.8889194032010524
CRX	0.008294392857142861	0.7669858821244303	0.9481367366368849
CSNK2B	-0.017916785714285705	0.7133972475488182	0.9359880712969484
CSTF2	0.011679928571428574	0.5657091088075606	0.8957060889453045
CTCF	-0.06742069642857138	0.13247186388080529	0.4559267374756252
CTCFL	-0.018295705357142845	0.6612558832150324	0.9199756307640419
CUX1	0.007188701298701302	0.26813914851770254	0.681065421510788
CUX2	0.008152591836734682	0.16204192296830766	0.5178620902236007
CXXC1	-0.0048701428571428645	0.8564754168571084	0.9733676135391661
CYB5R1	0.03811078571428572	6.727617340124393e-08	1.696582772864097e-06
CYCS	0.036181500000000005	0.002200156077595485	0.01695342488680521
DAB2	-0.020542142857142856	0.5437073492850519	0.8889194032010524
DAZAP1	0.059119000000000005	9.026006400366556e-06	0.0001203756815125809
DBP	0.008004964285714292	0.7213362855343599	0.9359880712969484
DBX2	-0.010573142857142864	0.594426106062578	0.9036452298478086
DDIT3	-0.0005707857142856904	0.9727247389054631	0.9922321833517279
DDX20	-0.0023637142857142884	0.9396946634207428	0.9821571348255753
DDX4	0.0453795	0.010329620403037181	0.0663295532361693
DDX43	0.020375857142857143	0.5123679353449693	0.8721437129040072
DDX53	-0.035543142857142856	0.580408028773123	0.9012313826638019
DGCR8	0.029004571428571435	0.0924126647505911	0.36370536083276067
DHX36	0.0746045	2.2519066848130035e-12	3.123394571835636e-10
DIABLO	0.04696507142857143	0.01114779770668123	0.07066070517808871
DIS3	0.039908428571428574	0.0007791570565260177	0.0066709310950715224
DLX1	-0.0006137380952380977	0.9645742742351864	0.9888133912521829
DLX2	8.270000000000499e-05	0.9969333891905893	0.9983730041930305
DLX3	0.002996904761904756	0.9101145685835003	0.9797471882798591
DLX4	-0.02968721428571426	0.22176856691201421	0.6264623264907612
DLX5	0.02326463095238096	0.0017088394773491567	0.013471017714863176
DLX6	0.0025396571428571713	0.9045435479675915	0.9797471882798591
DMBX1	-0.007060285714285734	0.7452396462745197	0.9440603396585008
DMC1	0.02046185714285714	9.766744585889021e-05	0.0010340820412693187
DMRT1	-0.016832238095238084	0.24338866637567166	0.6593360942637825
DMRT3	-0.019781428571428568	0.5441186541583948	0.8889194032010524
DMRTA1	0.0022927857142857264	0.9059479001256341	0.9797471882798591
DMRTA2	-0.0017861428571428542	0.9178537039332617	0.9797471882798591
DMRTC2	0.002862928571428572	0.8561643575754213	0.9733676135391661
DNMT3A	0.011174000000000007	0.618951393057563	0.9079349413322124
DPRX	-0.009939914285714294	0.7478402276068072	0.9452977644798051
DRGX	-0.015764392857142845	0.6685876807912152	0.9199756307640419
DTL	-0.0014773571428571414	0.9778404955399409	0.9928731825138346
DUS3L	0.09727664285714287	6.328626964843354e-09	2.7430642500742914e-07
DUSP22	-0.013229642857142856	0.7655290979040945	0.9481367366368849
DUSP26	0.04171207142857143	1.03817432579459e-06	1.8700620647754497e-05
DUX4	-0.016446321428571418	0.5830387133977316	0.9019237423063245
DUXA	0.0037593285714285773	0.8750479116181793	0.9779630629758637
E2F1	0.012550409090909105	0.12440708358423547	0.43952199305892237
E2F2	0.004464224489795918	0.4919804652817191	0.8646924770425098
E2F3	0.0017016632653061269	0.7761365863824812	0.9512044101753065
E2F4	0.01564030519480518	0.2679469404228565	0.681065421510788
E2F5	0.03298864285714284	0.003911341295478965	0.028403300402247773
E2F6	0.0348405982142857	0.00459536840814739	0.032670554866450346
E2F7	0.009514089285714282	0.36720148431720023	0.7981294479919987
E2F8	0.026091714285714312	0.0013407596698304007	0.010811823616597476
E4F1	0.018148714285714296	0.1836381667772162	0.5597937083956019
EBF1	-0.03687671978021978	0.3655469241187829	0.797191169422566
EBF3	-0.010408464285714299	0.7181329764180342	0.9359880712969484
ECSIT	0.08111942857142858	1.020303585069109e-08	3.9310029791412623e-07
EDN1	-0.0050030000000000005	0.8806593035531872	0.9787455561123964
EEF1D	-0.003877857142857148	0.9203959397263353	0.9797471882798591
EGR1	-0.02859741208791209	0.5221579358382432	0.8721437129040072
EGR2	-0.018877544642857118	0.47165556289667054	0.854210658696829
EGR3	-0.009948196428571442	0.5605034886517519	0.8957060889453045
EGR4	0.002441571428571425	0.8431176364379338	0.9724521922517783
EHF	0.0188159142857143	0.3721193443994623	0.8014433706243078
EIF5A2	-0.11297792857142858	0.09989347630324073	0.3785580645699314
ELF1	0.012201019480519479	0.5176417311193862	0.8721437129040072
ELF2	-0.004358628571428554	0.8699869710591559	0.9754538093879813
ELF3	0.005753464285714278	0.8226747466857331	0.9706290001063411
ELF4	0.01701932857142858	0.324512594516739	0.762424015999989
ELF5	0.0186811507936508	0.3542475450661722	0.7886698956770158
ELK1	0.001686199999999978	0.9179785567709482	0.9797471882798591
ELK3	-0.006571969387755082	0.7198192742988221	0.9359880712969484
ELK4	0.000901653061224493	0.9597596251902692	0.9879227478917616
EMX1	-0.028500440476190485	0.31680194275344503	0.7615325729619208
EMX2	-0.012806971428571401	0.4284255260929912	0.8333723807831488
EN1	-0.009398630952380915	0.6942813867875757	0.9313039492015159
EN2	-0.013176028571428564	0.6386125415635369	0.917506435863563
ENO1	-0.022788571428571436	0.607431014087781	0.9036452298478086
EOMES	0.02017152040816327	0.12540185640659166	0.44033512616694337
EP300	0.03918514285714286	0.029222272197058505	0.1536211976663496
EPAS1	0.0005154761904761704	0.982473953201216	0.9948145072565604
ERF	0.006601957142857183	0.7441214135022913	0.9440603396585008
ERG	0.018180623376623375	0.17586821393877272	0.5432721887150953
ERR1	-0.0055517857142857105	0.8135538671546049	0.9669230623337077
ERR2	-0.024635428571428565	0.4526191716106647	0.8426614644617341
ERR3	0.022575928571428577	0.10577845772534496	0.39589508608795465
ESR1	0.008551007936507933	0.3977144366053085	0.8160698780257113
ESR2	0.006367091836734694	0.6963619511396666	0.9320075930838426
ESRP1	-0.029765928571428554	0.3909225620091119	0.8129079362918115
ESRP2	-0.017992285714285704	0.6459265831874411	0.9185839519327442
ESRRA	-0.021413372448979583	0.4336461021635967	0.8388663092062881
ESRRB	-0.029063085714285702	0.5469109365910193	0.889244071245165
ESRRG	-0.017472130952380954	0.5672248218586422	0.8958780552331616
ESX1	-0.0145532551020408	0.5772209299439289	0.9012313826638019
ETFB	-0.05870164285714284	0.42492929371160837	0.8332925048369625
ETS1	0.01598525324675327	0.33227046265515237	0.7706674443188902
ETS2	0.005064728571428551	0.6810795664394372	0.9250992189587152
ETV1	0.01747559523809524	0.4169901046535519	0.8332925048369625
ETV2	0.020031273809523825	0.20301960966936078	0.5928172602345335
ETV3	0.01706319642857145	0.1841273730106369	0.5600540929073539
ETV4	0.01703343956043955	0.3355473283240821	0.771814501468494
ETV5	0.015477755952380951	0.16096279467632588	0.515601376942411
ETV6	0.009592602040816332	0.39950356682008503	0.8160698780257113
ETV7	-0.02543688095238096	0.2642215339909509	0.681065421510788
EVI1	-0.0025540000000000007	0.8875679559980887	0.9797471882798591
EVX1	0.01651153571428571	0.26751173908713866	0.681065421510788
EVX2	-0.013527666666666667	0.49810263849089487	0.8646924770425098
EWSR1	-0.03164914285714285	0.46809183109458563	0.8520563480088698
EWSR1-FLI1	-0.0018051428571428524	0.8765381794228462	0.9779630629758637
EXO5	0.03513171428571429	0.5257634942169553	0.8743812547708838
EXOSC3	0.04901157142857142	0.013641664181291107	0.08335237101079633
EZH2	0.015323071428571422	0.4188101139785382	0.8332925048369625
EZR	-0.06312692857142857	0.4282531237634325	0.8333723807831488
FAM127B	0.036919999999999994	8.295459024672174e-07	1.554838063137879e-05
FERD3L	0.02820657142857143	0.014929724334952094	0.08887350923853457
FEV	0.006984297619047619	0.7259565598268743	0.9359880712969484
FEZ1	0.0033006428571428492	0.9569265565084936	0.9879227478917616
FEZF1	-0.021534714285714296	0.5116754958106846	0.8721437129040072
FEZF2	-0.03602492857142856	0.5067002089714598	0.8687184052452593
FGF19	0.0359005	0.00024202633779988315	0.002397789503774557
FHL2	-0.05286792857142858	0.2583514067335337	0.6772124874928563
FIGLA	-0.017756771428571426	0.548953504008626	0.889244071245165
FIP1L1	-0.02817185714285715	0.5216251042816815	0.8721437129040072
FLI1	0.017456035714285712	0.12720833645788124	0.44386192078211995
FOS	-0.008536551948051935	0.5685018958638908	0.8960365108672915
FOSB	-0.014406761904761908	0.6100118969087163	0.9036452298478086
FOSL1	-0.01226523809523809	0.4639297919423674	0.8511516156402957
FOSL2	-0.005953633928571435	0.7571781042682024	0.9481367366368849
FOXA1	-0.034684114285714315	0.5865430537565283	0.9019237423063245
FOXA2	-0.02997221428571427	0.6091442569543034	0.9036452298478086
FOXA3	-0.008277442857142818	0.8113290340811479	0.9667640638063163
FOXB1	-0.0052529897959183655	0.7322073539509033	0.937739242779227
FOXC1	-0.0017216632653061156	0.9169650372175449	0.9797471882798591
FOXC2	-0.001732011904761896	0.9227865849448355	0.9797471882798591
FOXD1	-0.00023911904761905745	0.9887607790461194	0.9959413221038254
FOXD2	-0.006000653061224458	0.7171226507103714	0.9359880712969484
FOXD3	0.008488314285714286	0.18517910557064657	0.5607934921975695
FOXE1	-0.008689642857142875	0.377823983536426	0.8025143417534807
FOXF1	0.02295508928571429	0.01109784251371184	0.07066070517808871
FOXF2	0.002229257142857169	0.932926348535463	0.9815344617977316
FOXG1	0.018723459183673477	0.12402305582069378	0.43952199305892237
FOXH1	0.012736428571428565	0.4972003255984556	0.8646924770425098
FOXI1	0.014496821428571418	0.055516719909581916	0.25246455906422993
FOXJ1	0.026935428571428575	0.000613321159663118	0.005418321327724488
FOXJ2	0.023072724489795922	0.020548599363673745	0.11492301337667535
FOXJ3	-0.0030454553571428733	0.8616709010978527	0.9733676135391661
FOXK1	0.03326553571428573	0.0009965250543669776	0.008276528445550886
FOXK2	0.02525114285714285	0.17562247155155405	0.5432721887150953
FOXL1	0.026155761904761897	0.014233317557873146	0.08620791027410504
FOXM1	0.010987809523809532	0.09867720581076357	0.3749733820809016
FOXN1	-0.00478642857142858	0.7430986567033777	0.9440603396585008
FOXN3	-0.02734632142857142	0.23916983960848057	0.6530089912144932
FOXO1	0.0022160306122448875	0.7638221885218115	0.9481367366368849
FOXO3	0.0236647077922078	0.0010389479222520522	0.00857750457240236
FOXO4	0.011000678571428585	0.07898732261048888	0.32317231994320966
FOXO6	0.002859619047619052	0.7272926027540592	0.9359880712969484
FOXP1	0.020972571428571448	0.01238305735082309	0.07667544886424833
FOXP2	0.02179052380952382	0.06354763452814398	0.2798113304461451
FOXP3	0.008328339285714283	0.42535767370192457	0.8332925048369625
FOXP4	0.05709764285714286	3.8112792100446695e-11	4.653720387193355e-09
FOXQ1	0.02556603571428571	0.019737145227842166	0.11265605115644892
FUBP1	-0.022921607142857126	0.28498671932291203	0.7071137382842201
GABPA	0.007393936507936509	0.7028769868550213	0.933257365778191
GADD45A	0.05691092857142858	0.000276790124508298	0.002703576779528235
GAR1	0.057032285714285716	0.0002125980722219323	0.002136764682404494
GATA1	0.008188196428571423	0.5520839199513016	0.8914323596885393
GATA2	0.022617728571428596	0.08704620436561251	0.35084410320506926
GATA3	0.0022839010989010936	0.9079748653643918	0.9797471882798591
GATA4	0.007789107142857125	0.6750465215307091	0.9233624510484157
GATA5	-0.0022777142857142926	0.9439536246922523	0.9836566178355147
GATA6	0.007238035714285714	0.6018238666099076	0.9036452298478086
GBX1	-0.006254035714285719	0.8183804076822732	0.9677136475253396
GBX2	-0.02061838095238095	0.42900351829788624	0.8333723807831488
GCM1	0.013155380952380932	0.24997387908013288	0.6654774861499891
GCM2	0.009474232142857135	0.6539659039320211	0.9199297249023463
GCR	0.023215464285714294	0.004893465766202721	0.03427897483698573
GFI1	-0.0033926714285714282	0.8330981253643581	0.9713099637211473
GFI1B	0.009705285714285722	0.6557082033099013	0.9199756307640419
GIT2	0.05512678571428571	1.559606803486119e-09	9.013227651813529e-08
GLI1	-0.07706964285714285	0.12736629017396087	0.44386192078211995
GLI2	-0.002217839285714257	0.9281860206528263	0.981186562819763
GLI3	-0.021254011904761887	0.3736675893295768	0.8018819520511977
GLIS1	-0.03394126190476189	0.38341380113395374	0.8033156226175134
GLIS2	-0.008338654761904776	0.516941221129537	0.8721437129040072
GLIS3	-0.027242940476190476	0.43905195212165504	0.8394726705143094
GLTPD1	0.09330250000000001	3.270028208849889e-08	9.85984592537999e-07
GLYCTK	0.04087314285714286	9.23214697280589e-09	3.658567957509077e-07
GMEB1	0.004451547619047619	0.8705004161921971	0.9754538093879813
GMEB2	0.0014479285714285722	0.9222891486090047	0.9797471882798591
GOT1	-0.015300785714285715	0.6477109625019638	0.9185839519327442
GPAM	-0.09401335714285715	0.2446684990410739	0.660224140408501
GPANK1	0.0738225	6.935589019862642e-07	1.3360641625763173e-05
GPD1	-0.09509821428571429	0.16286948192802378	0.5181192005370848
GRHL1	0.017920309523809547	0.0006906808480996856	0.00598733960196415
GRHL2	0.02113951020408167	7.451247586744222e-05	0.0007949908002164798
GRHPR	0.0707375	1.357565351078759e-10	1.0460795233034662e-08
GSC	-0.01025117857142855	0.7295916714576023	0.9361180835445831
GSC2	0.013515982142857135	0.4401687172675487	0.8394726705143094
GSX1	-0.020424642857142856	0.3264099761933913	0.762424015999989
GSX2	-0.0021787000000000056	0.8560051628012155	0.9733676135391661
GTF2B	0.0742	6.043320070310134e-08	1.5760616202592566e-06
GTF2F1	0.03981049999999999	1.9232075352125247e-05	0.00023816864744105108
GTF2H3	-0.004816428571428569	0.9297976927377547	0.981186562819763
GTF2I	0.00571621428571429	0.8803991554233086	0.9787455561123964
GTF3C2	-0.04122857142857143	0.6941199245191161	0.9313039492015159
GTF3C5	0.0420725	3.878465989242521e-08	1.1445600695913568e-06
GTPBP1	0.038253357142857145	0.004752090227370078	0.033457609874935526
GTPBP6	-0.02995321428571427	0.47766628939685696	0.8552142928143033
GZF1	-0.006025000000000003	0.7105057104809089	0.9359880712969484
H1FX	0.009638285714285724	0.7396061259695886	0.9428618536027753
H2AFY	0.05112771428571429	0.0005808717394646163	0.00516454552972707
H2AFZ	-0.004249357142857145	0.8393081375271212	0.9724521922517783
HAND1	-0.03688064285714283	0.26400911159928697	0.681065421510788
HAND2	0.01592121428571428	0.6117659355557156	0.9036452298478086
HBP1	-0.01930707142857143	0.3234929809019094	0.762424015999989
HCFC1	-0.010795571428571432	0.46933745485131684	0.8520563480088698
HCFC2	-0.0877582857142857	0.4497940845862227	0.8425340058572206
HCLS1	-0.007592214285714292	0.7739717870710383	0.9502091399651775
HDAC8	0.0011858571428571482	0.9729169209505046	0.9922321833517279
HDX	0.01903214285714285	0.08977996845700634	0.35782993175249367
HEN1	0.02658742857142857	0.06421004670284643	0.2800608011850566
HES1	0.004019273809523789	0.6894045540148235	0.9301596463215567
HES2	-0.022536999999999988	0.4472798247891283	0.8420697668873315
HES5	0.0077711984126984	0.6124199827375199	0.9036452298478086
HES6	0.021097642857142856	0.05967955659369235	0.26701788708210095
HES7	0.02348305714285715	0.13167271825823537	0.45430363239843896
HESX1	0.007454385714285708	0.6035573551947009	0.9036452298478086
HEY1	-0.010732693877551026	0.6472246595098674	0.9185839519327442
HEY2	-0.002471421428571402	0.8924371928305268	0.9797471882798591
HHAT	0.017943285714285703	0.6520273458837771	0.9198283428655917
HHEX	0.035139285714285706	0.3641741588059096	0.797191169422566
HIC1	0.018162142857142866	0.027529859112079533	0.1468612099555935
HIC2	0.03776710714285714	0.0016852910809922205	0.013433900743311552
HIF1A	-0.004902952380952397	0.8706646114075853	0.9754538093879813
HINFP	0.019693999999999986	0.12411388586986574	0.43952199305892237
HINFP1	-0.0005856071428571516	0.9523018913989444	0.9879227478917616
HIRIP3	0.067005	9.32419941817614e-13	1.4369627325567007e-10
HIST1H2BN	-0.001576214285714292	0.9642251958111245	0.9888133912521829
HIST2H2AB	0.010941428571428567	0.7017741552218772	0.933257365778191
HIST2H2BE	0.06238364285714285	2.6625214391028935e-10	1.8464586180178566e-08
HIVEP1	0.03831299999999999	0.00539091747230111	0.0373860126704082
HLCS	0.0668865	1.3046066485302375e-06	2.2339375574215304e-05
HLF	0.0008825306122448931	0.9624859083412769	0.9888133912521829
HLTF	-0.03044071428571428	0.49935708505244425	0.8646924770425098
HLX	0.005138428571428572	0.6473192966732155	0.9185839519327442
HMBOX1	0.021326928571428566	0.02038231668523008	0.11492301337667535
HMBX1	0.01310971428571428	0.6809722187997675	0.9250992189587152
HME1	-0.0286872857142857	0.07004307316470872	0.29709401369862687
HME2	-0.003563714285714288	0.8652762825575291	0.9733676135391661
HMG20A	0.002444714285714293	0.9678870572594177	0.9901524913652532
HMGA1	0.04088709523809522	0.09395082655762217	0.3650134353933388
HMGA2	-0.012308428571428581	0.45787304323450795	0.8461369915408017
HMX1	0.0171300238095238	0.01471063887764574	0.0879467936348907
HMX2	-0.006429047619047605	0.7645815807076165	0.9481367366368849
HMX3	0.00863388095238097	0.6231824543246332	0.9079349413322124
HNF1A	0.0021937232142857227	0.7597835745664214	0.9481367366368849
HNF1B	0.0040067222222222275	0.6661046425972429	0.9199756307640419
HNF4A	0.0013001260504201702	0.9116171920107223	0.9797471882798591
HNF4G	-0.012290669642857154	0.5639303550249722	0.8957060889453045
HNF6	0.012404571428571428	0.4039268497755947	0.8190738898227337
HNRNPA0	0.060707000000000004	2.0788871265139684e-09	1.1090063247980286e-07
HNRNPA1	0.00472414285714285	0.8997328067713269	0.9797471882798591
HNRNPC	-0.022066214285714286	0.6770963399949643	0.9243431334380074
HNRNPH3	-0.07188771428571428	0.4836771678642079	0.8559482695715305
HNRNPLL	-0.01267385714285714	0.7464638209233321	0.9446581383400198
HOMEZ	0.004419333333333338	0.8517717291775737	0.9733676135391661
HOXA1	-0.004111452380952382	0.836388701159978	0.971583859722688
HOXA10	-0.014879803571428561	0.5181205139396357	0.8721437129040072
HOXA11	-0.024263928571428568	0.40018524046070214	0.8162601889985205
HOXA13	0.013515474025974035	0.24884946805805203	0.6654774861499891
HOXA2	-0.005460214285714277	0.7636673981638702	0.9481367366368849
HOXA3	-0.009142142857142849	0.6914815464832129	0.9308439041330684
HOXA4	-0.02769657142857144	0.47461652990927283	0.8549261389404694
HOXA5	-0.012627285714285688	0.6661093924700748	0.9199756307640419
HOXA6	0.020697000000000007	0.3251594823151312	0.762424015999989
HOXA7	0.004372642857142867	0.8485217809505178	0.9733676135391661
HOXA9	0.0098534642857143	0.14201353101165234	0.47577963167430387
HOXB1	-0.010504071428571425	0.6115605328896815	0.9036452298478086
HOXB13	0.01066674285714285	0.33811004169437575	0.7725842303626016
HOXB2	-7.491071428571833e-05	0.9978518346845406	0.9985717855032165
HOXB3	-0.022191452380952395	0.21785937281391832	0.6192027665838211
HOXB4	0.013251125000000013	0.26593832768864684	0.681065421510788
